rainfall_mm,temperature_c,road_condition,traffic_level,slope_risk,historical_incidents,previous_landslides,flood_risk,bridge_condition,disruption_probability,is_disrupted
117.7,29.2,2,2,90.6,2,4,1,0,52.8,0
51.7,27.9,0,1,39.3,4,3,2,0,30.7,0
13.6,22.3,0,1,51.0,1,5,0,0,20.5,0
82.8,32.1,0,0,30.7,3,2,2,1,27.2,0
46.5,21.7,2,3,48.6,4,4,0,0,37.0,0
60.3,22.8,0,0,92.3,5,2,0,0,25.6,0
40.2,24.0,1,1,47.1,6,1,0,0,23.6,0
114.7,27.2,0,0,84.5,8,1,2,0,40.3,0
115.0,26.8,0,1,54.8,4,1,2,0,34.1,0
80.3,20.1,3,1,46.2,4,3,0,0,35.8,0
7.2,19.8,1,2,11.2,3,2,1,0,20.7,0
118.7,26.8,2,1,53.0,5,4,0,0,34.5,0
72.3,27.3,1,3,58.6,3,0,0,3,35.6,0
77.6,20.6,1,1,44.2,7,3,1,0,30.7,0
29.3,13.5,0,0,43.6,5,3,0,2,25.9,0
137.4,21.8,1,0,35.4,5,1,1,0,25.1,0
84.0,26.7,0,1,37.8,3,2,2,1,34.6,0
7.8,33.8,1,0,30.6,7,2,0,0,20.8,0
34.1,15.8,1,1,58.0,4,5,1,0,31.8,0
141.4,20.4,2,0,31.4,6,4,1,0,33.5,0
3.1,20.7,1,1,81.2,9,3,0,1,24.8,0
211.6,31.1,1,1,67.7,5,4,2,1,64.4,1
73.9,22.8,0,1,40.7,5,2,2,0,23.3,0
64.9,17.6,0,0,33.2,4,3,2,1,24.7,0
20.5,26.4,0,0,48.3,2,2,1,2,15.7,0
18.6,20.6,2,0,78.3,8,3,0,1,25.5,0
185.1,15.7,3,0,70.4,3,2,0,2,55.6,1
23.0,17.6,0,1,26.9,3,0,1,1,14.6,0
97.1,33.4,0,1,87.0,4,4,0,1,40.8,0
32.5,25.3,1,0,39.9,2,2,2,2,28.5,0
9.7,23.6,2,1,48.8,2,2,1,0,31.9,0
0.7,21.5,1,1,42.7,5,2,0,2,22.6,0
51.1,24.8,0,0,58.5,4,5,2,1,36.3,0
241.8,24.7,3,1,64.5,3,2,1,0,53.7,0
29.9,24.8,2,0,42.2,3,1,0,0,18.3,0
28.7,23.7,0,1,43.2,1,0,0,2,15.7,0
27.4,28.2,3,2,38.9,5,2,0,0,28.3,0
47.8,23.1,1,0,28.8,4,2,3,3,29.2,0
37.8,17.1,1,1,47.7,3,1,2,1,26.9,0
137.8,19.3,1,1,55.8,5,2,1,0,34.3,0
45.8,11.1,2,0,68.5,0,2,0,0,36.0,0
46.1,35.2,1,1,64.4,3,3,2,1,36.6,0
9.7,28.2,0,1,60.5,5,0,1,0,18.7,0
263.9,18.0,3,1,64.9,4,5,1,0,66.3,1
18.7,21.3,0,1,80.8,8,0,2,0,27.8,0
5.0,19.2,2,2,78.2,6,5,0,0,36.9,0
70.7,32.3,1,3,63.5,7,1,2,0,43.3,0
58.8,14.5,0,1,23.2,6,2,0,0,19.2,0
34.9,23.7,0,2,35.9,7,3,2,1,29.8,0
35.7,22.3,2,0,48.7,7,1,0,1,27.6,0
99.9,28.0,1,1,69.6,3,2,0,0,34.6,0
14.2,22.4,1,0,70.2,5,1,2,1,33.5,0
111.6,12.5,1,0,40.5,5,3,0,1,31.9,0
68.0,21.5,2,1,27.2,5,3,3,0,37.8,0
35.3,17.2,1,1,53.0,6,0,1,1,24.6,0
39.8,23.5,0,1,23.7,4,3,0,0,17.6,0
19.3,31.6,1,1,48.0,2,3,2,1,26.0,0
90.7,12.6,2,1,69.2,5,0,0,0,34.9,0
46.8,18.2,1,1,31.5,3,4,0,1,25.5,0
25.1,19.7,0,0,72.6,6,1,0,2,19.4,0
58.9,20.7,3,0,89.0,0,2,0,0,34.8,0
350.0,27.4,2,0,57.9,6,4,2,0,72.3,1
37.1,22.0,0,1,51.4,2,2,0,1,18.4,0
164.7,25.5,3,0,71.9,5,2,1,0,52.1,0
27.5,19.2,1,0,67.2,4,4,2,3,35.4,0
3.7,24.4,0,1,28.6,8,3,0,1,11.1,0
14.8,27.7,0,1,71.9,0,2,3,0,33.2,0
35.3,18.6,1,1,37.8,2,4,1,1,32.5,0
16.1,27.7,2,0,93.3,5,2,0,2,37.3,0
0.0,23.3,0,1,59.1,4,4,1,2,29.7,0
160.2,29.3,0,2,69.8,5,2,2,2,55.6,1
120.7,21.8,0,2,91.4,4,4,2,0,46.2,0
88.1,25.3,1,1,48.6,4,3,1,0,32.8,0
11.9,22.8,0,0,19.0,4,4,3,2,24.7,0
8.3,22.4,0,1,38.8,5,3,0,1,15.2,0
4.5,24.6,1,0,73.7,3,2,0,2,21.4,0
83.7,26.2,2,0,63.3,6,3,0,0,30.5,0
171.8,15.5,1,0,23.0,4,1,0,1,35.3,0
36.6,31.6,1,2,63.8,2,6,2,0,44.9,0
8.2,11.8,1,1,80.5,7,2,0,1,25.9,0
46.7,18.9,1,1,57.4,4,1,0,1,30.4,0
27.9,22.4,3,1,93.7,4,2,3,1,50.9,0
30.5,25.5,2,0,41.3,7,4,2,0,38.3,0
63.1,32.5,0,1,64.4,1,2,0,3,31.7,0
82.4,11.9,1,1,33.7,2,3,2,0,29.0,0
7.6,20.0,1,1,28.5,2,5,0,2,24.6,0
2.4,10.2,1,2,29.5,3,3,1,0,16.2,0
336.2,23.2,1,0,68.3,1,2,0,0,54.2,0
17.2,24.6,2,2,48.0,2,4,1,0,30.7,0
3.6,32.5,2,1,61.3,4,2,1,1,31.0,0
13.7,23.7,1,1,62.5,4,2,1,0,24.3,0
2.6,29.3,2,1,29.4,3,2,2,1,25.6,0
32.3,26.5,2,3,44.7,5,2,2,0,38.6,0
105.4,20.4,2,0,75.1,4,3,0,0,38.1,0
27.1,14.5,3,1,86.3,6,2,2,0,44.0,0
38.2,24.7,0,1,76.4,5,3,0,0,27.5,0
73.2,14.0,0,0,55.6,6,5,1,1,31.0,0
46.2,30.8,2,0,65.6,7,2,0,2,34.4,0
128.5,22.0,2,2,64.5,3,6,0,2,48.0,0
130.7,30.2,3,0,64.1,7,0,1,0,47.8,0
0.6,20.1,0,0,53.0,0,1,0,3,28.7,0
97.8,24.6,1,3,52.0,4,1,2,2,35.9,0
40.1,24.3,0,1,59.8,2,0,0,0,18.0,0
292.2,22.7,1,0,97.2,8,3,2,2,69.5,1
42.9,20.4,0,1,80.2,6,2,0,0,27.2,0
281.8,25.4,0,1,54.1,4,1,1,0,58.1,1
91.3,17.4,0,2,81.6,5,2,2,2,45.9,0
18.6,15.7,1,1,21.4,5,3,1,2,24.4,0
50.2,30.5,1,2,60.0,4,5,0,0,34.4,0
315.0,27.4,0,0,79.3,5,2,1,1,60.3,1
126.7,23.4,0,1,82.1,5,4,1,0,37.9,0
6.7,33.0,0,0,49.4,5,3,2,1,24.1,0
79.7,21.4,3,0,26.3,7,2,0,2,34.6,0
27.6,30.9,0,1,65.7,4,5,3,0,41.0,0
0.5,24.1,0,0,63.3,2,3,1,1,22.9,0
33.6,16.9,2,1,76.7,2,6,0,2,42.8,0
17.4,34.1,1,2,74.9,3,2,1,1,32.0,0
111.1,28.9,2,0,73.7,1,4,2,1,49.3,0
26.7,22.3,1,0,68.5,11,1,0,0,24.3,0
114.2,27.4,3,1,63.0,3,3,0,2,46.6,0
0.0,20.6,0,2,21.5,2,2,2,0,16.0,0
23.9,28.0,3,1,35.4,6,3,0,0,29.6,0
17.9,8.7,2,1,64.8,6,6,1,1,38.4,0
17.3,16.9,1,0,56.6,1,3,1,1,22.5,0
4.6,28.9,1,0,84.0,5,2,0,1,23.9,0
13.5,21.5,1,1,53.2,0,4,0,2,28.5,0
52.7,24.2,0,0,86.3,3,2,2,0,32.5,0
22.4,14.9,0,2,21.6,2,1,0,0,15.4,0
35.1,34.1,3,1,87.0,7,5,0,2,48.3,0
30.7,30.1,1,1,36.7,3,3,2,1,25.7,0
135.6,21.8,1,2,16.9,2,3,0,0,31.5,0
153.2,20.6,2,2,21.9,6,5,0,0,35.8,0
44.1,29.2,1,1,92.7,5,1,1,2,44.7,0
26.0,34.9,0,3,45.5,4,2,3,0,35.8,0
7.3,28.7,2,3,56.8,7,5,0,2,37.3,0
199.3,36.0,2,3,45.1,4,3,1,1,50.9,0
4.0,17.5,0,2,60.9,5,2,2,0,22.7,0
23.0,18.1,3,1,86.1,5,2,1,1,38.3,0
23.0,15.9,0,1,65.5,8,1,3,0,37.8,0
25.1,25.7,1,0,83.4,6,3,1,0,28.2,0
11.7,24.1,0,0,70.7,6,3,0,1,21.3,0
99.4,22.1,1,0,36.0,5,3,0,0,35.7,0
8.5,27.9,1,0,55.0,5,4,3,0,36.1,0
65.5,30.4,1,1,31.4,6,0,2,1,34.5,0
8.6,13.8,2,0,50.5,7,5,2,0,35.5,0
4.8,19.4,0,2,67.3,3,2,0,0,25.7,0
156.1,27.9,2,2,53.7,5,3,0,0,34.2,0
13.7,20.2,1,0,51.2,3,0,0,0,16.1,0
111.9,18.2,3,0,83.2,3,5,1,0,46.4,0
51.1,29.1,1,2,46.1,5,2,0,0,20.3,0
5.3,15.3,0,2,65.0,4,4,0,0,17.6,0
202.2,21.2,0,3,49.0,7,1,0,1,42.3,0
18.4,25.0,2,3,83.5,4,2,2,1,40.5,0
127.6,19.6,2,3,29.7,2,1,0,0,34.4,0
12.0,27.7,0,1,89.0,4,1,2,0,28.5,0
125.0,19.6,1,0,38.7,3,1,1,0,36.0,0
0.9,31.5,1,2,37.1,9,1,0,0,22.7,0
46.6,22.2,3,0,87.5,5,4,3,0,53.2,0
95.4,27.0,3,2,52.4,7,3,0,0,37.6,0
177.5,27.5,3,1,86.5,3,1,0,0,56.5,1
155.9,19.2,2,2,31.8,6,2,0,0,40.9,0
111.3,10.7,3,0,25.3,5,2,2,0,38.1,0
142.4,25.2,0,1,42.1,6,5,0,0,26.1,0
14.4,23.4,2,1,18.3,1,1,2,0,25.0,0
21.7,26.3,2,3,49.8,8,3,0,1,34.1,0
22.2,21.6,3,0,91.8,1,0,3,2,45.5,0
30.8,20.4,1,3,70.0,4,4,2,2,46.3,0
32.5,35.1,0,2,52.5,5,1,0,1,22.2,0
51.1,14.2,1,1,57.9,1,5,0,0,27.9,0
11.3,27.4,1,2,42.5,6,6,0,0,21.3,0
76.4,19.6,0,1,65.6,1,2,0,0,19.2,0
11.9,21.0,1,0,34.1,9,0,1,0,24.0,0
24.1,21.1,1,0,66.8,2,1,0,0,16.6,0
45.5,18.2,1,2,66.0,7,3,0,0,27.0,0
103.5,26.4,1,1,19.3,3,4,0,2,28.4,0
87.4,31.3,0,0,66.7,4,4,1,0,34.1,0
67.4,25.8,3,1,48.6,3,0,0,0,29.1,0
11.0,23.6,2,1,18.6,3,0,1,0,18.8,0
51.5,17.1,0,0,65.6,4,1,2,0,23.6,0
5.9,26.1,2,1,82.4,1,3,1,1,41.3,0
30.8,35.9,2,0,54.4,5,1,0,1,18.8,0
34.7,20.7,0,0,23.5,1,2,0,0,11.4,0
2.6,20.7,1,1,24.7,1,3,0,1,25.2,0
20.8,19.6,1,1,29.5,2,4,2,2,29.8,0
202.5,20.1,1,0,40.0,9,2,0,0,33.4,0
199.6,8.0,2,1,88.3,5,1,0,0,41.9,0
28.2,25.4,1,0,64.8,6,3,3,0,36.1,0
2.9,17.9,0,0,59.9,6,1,2,0,25.5,0
12.8,13.3,3,0,39.7,3,4,0,2,36.0,0
32.4,27.5,0,0,60.7,4,2,0,0,24.6,0
191.9,16.5,2,0,78.3,3,1,0,0,47.9,0
9.9,21.0,0,2,73.9,4,5,1,2,28.9,0
93.7,31.8,0,1,57.4,9,0,0,0,30.9,0
7.5,14.5,1,0,42.8,9,2,0,0,14.8,0
258.5,13.8,0,0,61.1,3,1,2,1,47.7,0
31.2,24.6,1,0,51.6,2,0,0,1,23.6,0
97.0,29.9,0,2,41.3,7,2,0,1,30.9,0
27.3,13.6,1,0,60.0,4,3,2,0,26.3,0
64.2,25.4,1,0,69.4,2,2,1,2,37.1,0
13.9,26.5,0,1,71.0,5,3,2,1,21.0,0
10.3,10.6,2,1,44.5,4,4,3,2,44.4,0
180.8,27.8,0,0,34.9,4,3,2,0,34.1,0
162.3,28.3,0,1,60.2,4,0,0,0,39.8,0
142.0,21.1,1,0,57.7,7,2,0,0,32.6,0
63.8,30.5,1,0,23.1,4,2,0,0,23.2,0
107.4,29.8,1,1,37.5,3,1,0,0,30.2,0
4.6,23.6,0,1,62.9,6,5,2,0,32.1,0
26.5,20.3,2,1,13.4,7,2,0,2,28.4,0
24.5,17.2,1,0,72.2,4,3,2,2,39.2,0
65.6,22.8,0,1,56.9,2,1,1,0,27.8,0
28.6,26.4,1,0,48.8,3,1,0,0,21.5,0
10.4,21.1,2,1,42.7,3,3,0,0,22.8,0
59.0,9.8,1,1,66.3,6,0,2,1,34.2,0
109.5,30.6,0,0,47.7,4,2,0,1,24.5,0
31.3,24.1,1,1,53.3,4,1,1,1,27.2,0
9.2,20.7,0,1,54.6,4,7,0,2,28.6,0
14.2,28.1,1,0,87.5,3,0,2,2,38.9,0
17.6,32.1,2,2,30.7,5,4,0,3,34.5,0
23.2,8.0,1,2,50.2,3,3,0,0,28.8,0
66.9,25.6,1,0,51.7,4,4,0,2,31.7,0
59.7,14.4,3,2,65.6,8,2,1,1,55.0,1
77.4,26.0,1,1,83.5,1,3,0,0,34.4,0
29.3,23.8,1,1,49.7,4,4,2,1,33.6,0
112.9,26.8,0,2,25.8,4,2,0,0,21.7,0
14.8,20.0,1,1,61.3,2,1,0,0,26.2,0
41.1,11.8,1,0,38.8,4,7,0,0,28.4,0
104.9,20.3,1,2,55.0,4,2,2,1,49.1,0
12.9,25.4,3,0,33.6,7,1,0,0,28.5,0
7.6,29.1,2,0,32.3,4,1,0,1,20.4,0
139.8,16.0,2,0,32.2,5,2,0,2,32.7,0
27.3,29.2,1,2,72.7,7,2,1,1,36.9,0
74.9,19.1,1,3,25.2,5,2,0,3,39.3,0
1.7,25.2,0,0,66.8,4,6,1,0,23.8,0
76.1,19.9,0,2,63.5,3,5,2,2,41.2,0
24.7,24.1,2,0,73.5,5,1,0,3,34.6,0
3.7,28.4,1,3,47.5,4,3,2,0,36.9,0
61.2,15.6,2,1,58.0,4,1,0,0,28.9,0
17.9,18.9,0,0,52.7,4,3,0,0,19.4,0
31.8,24.1,1,0,30.2,6,5,0,0,23.8,0
5.5,37.4,1,0,17.1,4,2,1,1,19.6,0
10.3,17.8,1,0,52.7,7,2,0,0,17.3,0
23.0,35.2,2,2,82.0,5,4,0,1,38.5,0
6.1,35.0,3,0,49.1,4,1,0,1,21.0,0
157.1,22.4,0,3,76.4,3,6,0,0,43.4,0
0.4,21.2,0,1,69.6,3,1,0,2,16.7,0
43.0,18.8,0,1,39.6,5,0,2,1,29.6,0
8.5,22.6,1,0,92.6,0,3,1,1,27.2,0
23.9,14.6,1,2,85.4,7,0,0,0,26.1,0
169.3,22.5,2,1,24.5,6,3,0,0,35.9,0
11.5,32.0,1,2,68.3,3,1,0,0,23.3,0
219.5,19.3,1,3,69.0,4,5,0,0,60.8,1
15.0,21.6,2,0,26.8,5,2,1,3,34.5,0
88.0,12.8,1,0,60.9,6,1,0,1,29.6,0
51.4,25.2,1,2,85.2,4,0,1,0,41.7,0
140.3,24.6,0,2,54.7,6,0,0,1,36.0,0
52.5,23.4,1,1,73.2,6,1,0,2,34.4,0
49.7,21.7,1,0,15.1,4,1,0,0,10.6,0
14.1,21.2,1,1,45.7,8,2,0,0,19.0,0
11.8,26.0,3,0,28.2,6,1,0,2,35.8,0
161.4,22.8,3,0,75.0,4,4,1,0,53.6,0
25.8,24.9,2,1,80.3,5,3,0,1,35.3,0
30.2,24.3,1,0,57.8,2,3,2,0,29.2,0
92.7,29.7,2,1,10.9,3,2,2,3,40.0,0
26.9,27.1,1,3,80.7,6,3,0,0,34.5,0
197.5,24.2,0,2,86.6,2,1,0,3,41.5,0
87.0,32.1,0,3,75.8,5,2,1,0,41.2,0
59.1,25.5,0,2,59.8,4,3,0,0,34.0,0
138.3,30.8,0,0,97.2,4,1,0,0,36.7,0
3.3,26.6,1,2,92.7,5,3,0,0,33.9,0
19.3,11.9,3,2,78.5,5,4,1,3,47.9,0
40.7,30.8,0,3,68.0,9,2,2,3,42.7,0
16.7,23.8,3,1,58.8,3,1,0,0,31.3,0
88.5,22.7,0,0,88.8,4,4,0,0,32.6,0
163.5,24.7,0,0,26.1,9,4,3,0,37.8,0
35.8,20.9,1,0,50.1,4,1,0,0,24.1,0
27.2,24.4,1,3,54.8,7,2,0,1,32.3,0
211.8,19.4,0,1,58.7,1,5,1,2,51.5,0
38.3,30.6,0,2,53.8,6,2,0,1,23.7,0
43.6,22.3,1,1,61.9,4,4,0,0,31.8,0
28.2,20.7,0,1,85.7,8,1,3,2,37.0,0
156.2,17.5,2,0,50.8,3,1,1,2,44.4,0
54.7,24.6,1,0,34.1,3,4,0,1,25.4,0
93.4,24.1,0,1,44.2,4,3,2,0,29.8,0
108.6,25.3,2,1,60.5,2,2,0,0,36.1,0
27.2,16.8,0,0,28.4,9,1,2,1,24.3,0
37.0,13.4,2,2,49.9,3,3,2,2,45.1,0
122.7,26.8,2,0,54.7,4,5,0,2,42.7,0
29.3,31.9,3,2,27.7,3,4,0,1,31.1,0
102.7,16.8,1,0,82.1,5,1,2,0,41.6,0
184.0,32.5,1,1,78.3,5,1,3,0,61.4,1
63.4,24.7,0,0,53.7,6,4,0,1,28.0,0
88.0,23.0,1,2,88.9,6,2,3,1,58.6,1
106.3,20.6,1,1,31.2,7,1,0,2,32.7,0
121.2,14.7,1,1,34.8,5,6,2,1,43.6,0
32.7,28.9,2,3,61.1,2,2,0,3,32.1,0
3.4,18.3,0,0,39.3,0,1,1,0,11.9,0
33.4,18.3,2,0,74.3,4,4,1,2,44.1,0
72.8,29.0,2,2,67.4,8,0,3,3,55.1,1
38.9,11.7,1,1,28.4,5,5,1,2,30.8,0
89.8,13.9,1,0,51.5,0,7,0,0,30.5,0
28.7,22.9,1,1,68.2,2,2,1,2,41.1,0
65.5,24.8,3,0,67.0,3,4,0,1,37.1,0
13.4,25.9,0,0,72.3,6,3,0,0,24.8,0
89.9,21.2,1,1,60.5,5,5,0,0,40.5,0
51.3,38.0,1,2,32.8,9,2,1,0,31.3,0
14.8,21.6,3,1,18.1,5,3,1,0,23.8,0
22.4,21.6,2,1,79.9,4,1,1,0,36.7,0
89.7,18.2,1,2,76.8,4,3,0,1,42.1,0
42.8,23.7,0,0,68.9,10,5,3,1,45.1,0
15.8,26.7,1,1,36.6,3,2,0,2,22.9,0
222.3,30.2,0,2,65.0,6,8,0,1,43.9,0
81.6,14.1,2,0,49.7,2,3,0,1,28.5,0
204.7,21.5,2,0,76.3,8,3,1,2,57.2,1
36.2,25.7,2,3,36.3,5,1,2,0,35.2,0
41.9,26.5,1,3,53.7,1,1,0,2,35.8,0
148.4,23.0,1,0,47.4,7,2,2,0,38.8,0
48.4,26.3,0,0,61.1,4,4,0,0,20.2,0
79.9,18.1,0,0,55.8,3,1,0,0,17.9,0
18.9,32.3,0,0,41.4,9,3,0,0,15.4,0
38.5,29.0,2,1,69.1,3,3,2,3,47.3,0
8.6,14.9,0,1,52.0,2,2,0,0,17.3,0
15.0,16.5,2,2,49.3,4,2,0,0,30.0,0
0.1,16.7,1,0,21.9,6,1,2,2,24.5,0
2.6,27.1,1,2,24.3,3,3,0,0,11.7,0
246.0,15.3,0,0,70.5,7,0,3,1,48.3,0
18.0,21.0,0,0,35.1,3,3,0,0,11.2,0
70.8,25.7,0,1,50.4,2,2,1,0,24.0,0
118.8,22.6,2,0,14.5,2,0,0,2,34.5,0
52.0,24.6,0,0,73.1,3,3,0,0,20.3,0
10.8,16.6,2,2,52.6,7,2,2,2,42.7,0
84.7,26.6,2,0,82.5,3,3,2,0,50.0,0
59.6,19.3,0,1,21.0,4,1,2,0,24.2,0
85.4,21.1,2,0,37.2,9,0,2,1,40.1,0
95.5,24.4,1,0,28.3,5,4,1,0,34.0,0
240.9,23.6,2,1,85.6,5,0,0,1,57.6,1
55.4,23.1,0,2,20.6,4,1,0,1,22.6,0
27.2,18.5,0,1,63.2,7,1,0,3,29.3,0
68.0,21.2,0,1,64.0,6,3,0,0,34.4,0
4.6,23.0,1,2,44.3,4,4,3,2,40.1,0
148.0,14.7,2,2,53.3,3,2,0,1,40.9,0
8.3,20.2,2,0,72.4,6,3,0,0,24.9,0
25.8,25.3,3,1,11.1,6,1,2,1,29.4,0
109.9,15.3,0,1,68.8,6,0,0,1,25.5,0
59.1,29.9,0,1,31.8,4,4,1,3,37.1,0
32.5,30.6,1,1,70.2,5,0,1,0,34.5,0
41.7,15.5,0,0,85.5,2,1,0,1,29.3,0
125.3,31.1,0,1,49.1,4,1,3,1,39.9,0
27.0,22.1,1,1,57.7,3,4,0,1,24.1,0
132.4,25.5,0,1,46.8,11,1,0,1,29.9,0
6.0,20.0,1,2,35.0,4,2,1,0,24.9,0
97.5,28.5,0,2,36.0,3,5,0,1,28.7,0
122.3,25.4,1,1,40.2,5,2,0,0,30.2,0
13.0,18.1,2,1,70.0,4,6,3,0,37.8,0
36.6,16.0,0,1,42.8,2,2,0,2,18.6,0
11.8,14.2,3,1,57.5,1,2,1,2,35.8,0
79.7,24.1,1,3,73.5,1,2,1,1,46.4,0
49.8,26.4,3,1,38.1,5,3,0,0,32.4,0
65.6,26.9,0,0,37.4,5,1,0,1,16.3,0
14.2,22.3,1,1,71.7,4,2,1,0,27.3,0
15.5,16.1,1,1,80.6,4,4,0,1,37.5,0
2.8,18.9,2,1,52.3,6,1,0,0,26.9,0
25.3,29.9,1,1,46.5,5,6,0,0,21.8,0
53.3,20.1,1,0,21.1,5,2,1,0,21.1,0
126.8,23.9,3,0,18.8,6,1,0,2,37.3,0
71.5,16.5,1,0,93.6,5,3,1,0,40.9,0
37.2,25.0,0,1,93.2,3,3,0,0,24.1,0
198.9,20.3,1,0,86.5,4,2,1,0,46.0,0
82.6,29.3,1,2,38.9,6,3,0,1,36.4,0
173.0,27.6,1,0,23.1,4,3,2,0,40.0,0
48.7,20.0,1,2,68.6,1,2,2,0,33.9,0
19.5,22.2,3,0,89.4,3,2,1,1,42.7,0
3.5,19.7,2,0,64.8,10,3,0,0,25.7,0
84.2,14.5,0,1,56.8,6,2,2,1,36.9,0
8.4,17.9,0,0,69.7,7,3,1,0,26.5,0
23.4,24.2,3,3,62.9,3,4,2,0,42.7,0
49.4,25.0,2,0,61.8,6,4,0,1,32.4,0
54.0,23.9,3,1,66.1,5,3,0,0,38.0,0
59.7,21.2,0,2,43.2,5,2,1,0,24.2,0
11.8,28.6,2,0,89.0,6,0,0,3,34.5,0
31.0,23.4,2,0,10.0,3,1,0,0,16.5,0
62.4,27.2,0,0,58.5,3,5,2,2,40.2,0
227.5,12.4,1,1,59.1,7,4,0,1,47.5,0
84.5,8.0,1,0,86.6,4,3,1,2,39.7,0
166.3,24.7,1,1,63.0,2,5,2,2,49.9,0
93.4,14.5,2,2,89.7,6,6,1,1,53.5,0
58.2,21.7,2,2,93.4,2,3,0,0,46.2,0
13.9,21.2,2,0,80.5,3,3,0,3,35.8,0
71.4,32.5,2,0,59.6,7,1,1,2,44.3,0
63.5,25.4,1,0,15.9,9,0,1,3,25.8,0
60.0,24.0,1,1,82.3,5,1,1,3,37.5,0
43.7,28.0,2,0,88.9,2,3,3,0,50.6,0
48.9,25.2,1,2,89.7,5,2,0,0,34.5,0
26.5,20.3,0,1,58.9,7,3,1,0,29.1,0
47.6,29.4,1,0,81.3,5,2,0,0,31.9,0
14.3,16.3,0,1,45.6,11,1,0,0,20.0,0
106.3,24.9,1,0,49.2,5,1,0,0,26.2,0
13.4,13.7,0,0,35.6,7,0,1,1,18.4,0
5.8,24.2,0,0,49.1,2,5,3,0,25.1,0
37.3,24.2,3,0,63.9,3,3,1,2,35.6,0
69.8,33.1,2,1,56.3,3,3,2,0,37.7,0
37.4,13.6,2,1,78.7,6,4,2,1,48.3,0
21.1,19.4,1,0,69.5,7,3,2,0,36.2,0
53.1,27.9,2,3,77.8,3,4,2,1,54.4,0
27.7,25.0,2,1,64.8,6,4,1,0,35.3,0
175.6,24.1,1,0,62.8,5,2,0,1,45.5,0
166.4,17.3,3,0,69.7,3,3,0,2,48.0,0
45.4,19.5,0,1,38.7,5,4,0,1,33.5,0
25.8,30.5,3,3,64.2,6,4,1,1,46.2,0
86.8,22.7,1,1,88.7,3,2,0,1,38.8,0
2.4,25.3,1,3,84.9,3,1,0,1,28.0,0
41.9,22.3,0,1,68.7,8,0,0,0,20.9,0
26.6,15.9,1,1,60.6,6,1,0,2,32.2,0
164.6,28.6,1,1,33.3,4,4,0,1,39.5,0
0.8,26.0,3,1,69.2,5,2,1,1,32.1,0
52.3,36.8,3,0,57.6,4,1,1,0,35.6,0
87.7,16.9,3,2,52.8,2,1,0,3,39.0,0
43.1,27.9,0,0,37.6,3,1,0,0,18.7,0
5.8,15.1,3,1,22.8,4,0,0,0,25.7,0
233.5,23.9,1,1,56.2,4,4,0,0,42.1,0
47.4,28.9,2,1,70.6,4,2,3,0,43.3,0
61.9,10.6,0,0,70.1,3,5,1,0,23.9,0
17.5,21.8,1,1,90.2,7,3,0,2,34.9,0
42.9,19.6,3,1,59.3,3,3,2,1,44.8,0
36.4,18.8,3,1,60.3,2,2,1,0,36.4,0
5.1,25.3,1,2,57.8,3,4,2,2,38.9,0
7.3,29.7,2,1,68.8,4,3,1,0,33.2,0
118.1,22.2,0,0,79.9,8,1,0,0,32.8,0
17.8,24.2,2,3,33.3,1,2,2,0,29.9,0
14.1,23.7,1,2,81.0,4,3,1,0,33.2,0
45.7,23.0,0,0,71.5,6,1,1,0,25.3,0
95.2,16.5,0,0,37.1,1,2,0,0,18.5,0
4.2,29.7,0,0,76.8,4,2,2,1,39.2,0
55.9,24.8,2,1,34.6,3,1,1,0,28.5,0
8.3,25.4,0,2,51.3,3,2,2,0,19.9,0
2.4,18.2,1,2,26.3,6,5,0,1,19.4,0
3.5,20.2,1,2,48.2,8,2,2,3,38.9,0
116.8,21.9,1,0,12.6,4,4,2,3,37.7,0
8.2,13.8,2,1,23.1,4,2,0,3,26.3,0
3.0,12.9,1,0,73.9,3,2,2,0,22.5,0
37.4,19.4,1,0,82.7,8,4,1,0,28.7,0
120.8,26.1,1,1,56.3,6,1,0,1,30.8,0
19.8,19.1,1,0,29.6,4,1,0,1,12.9,0
35.6,16.9,2,1,50.2,9,3,0,3,32.5,0
2.6,18.1,0,1,51.0,2,1,0,0,17.2,0
38.8,20.3,0,2,45.4,4,3,2,3,37.3,0
56.0,20.9,2,0,39.8,3,3,0,0,28.9,0
55.0,36.0,1,2,32.6,8,2,1,0,33.9,0
26.3,29.3,2,3,65.7,7,4,2,1,47.3,0
24.6,29.1,0,2,63.7,8,2,1,1,27.3,0
7.3,30.0,2,2,45.9,7,4,3,0,42.0,0
29.7,17.0,0,1,62.0,5,4,1,0,21.3,0
6.8,15.7,1,1,86.8,3,2,0,0,25.1,0
94.6,16.4,0,1,81.2,7,3,0,3,40.4,0
220.3,31.0,2,1,72.3,6,1,0,0,50.5,0
228.1,19.7,3,1,10.2,8,3,1,2,58.1,1
130.2,15.5,1,2,87.7,7,8,0,0,45.9,0
59.7,20.4,2,1,46.5,3,3,0,0,24.2,0
78.4,21.6,1,0,42.9,7,3,0,0,31.8,0
21.8,24.6,3,1,60.6,2,2,0,1,38.0,0
64.8,24.5,2,0,15.5,3,1,1,2,40.2,0
39.5,18.0,0,0,63.5,10,0,0,0,13.7,0
42.8,27.1,2,0,53.0,3,2,2,0,33.1,0
92.2,19.2,1,0,89.1,5,2,1,0,32.1,0
21.5,22.1,0,2,87.1,6,3,1,0,39.1,0
